;-------------------------------- DEFINE SCRIPTOR COMMAND ---------------------------------
#DEFINE CHARACTER
	<INTEGER>		;	Class

	<STRING>		;	Start Map name
	<INTEGER>		;	Start PX
	<INTEGER>		;	Start PY

	<INTEGER>		;	HP
	<INTEGER>		;	SP
	<INTEGER>		;	HP Soul stone count
	<INTEGER>		;	SP Soul stone count

	<INTEGER>		;	Money
	#ENDDEFINE

#DEFINE ITEM
	<INTEGER>		;	Class
	<INTEGER>		;	Item ID
	<INTEGER>		;	Item Lot
	#ENDDEFINE

#DEFINE SKILL
	<INTEGER>		;	Class
	<INTEGER>		;	Skill ID
	#ENDDEFINE

#DEFINE QUEST
	<INTEGER>		;	Class
	<INTEGER>		;	Quest ID
	#ENDDEFINE

#DEFINE MAXSHAPE
	<INTEGER>		;	Class
	<INTEGER>		;	Max Face type
	<INTEGER>		;	Max Hair type
	<INTEGER>		;	Max Hair color
	#ENDDEFINE

#DEFINE SHORTCUT
	<INTEGER>		;	Class
	<INTEGER>		;	nSlotNo
	<INTEGER>		;	nCodeNo
	<INTEGER>		;	nValue
	#ENDDEFINE

;----------------------------------- DEFINE DATA -----------------------------------
; Class:
;	1	=	Fighter
;	6	=	Cleric
;	11	=	Archer
;	16	=	Mage
;	21	=	Joker

;-----------------------------------------------------------------------------------
;			Class	Map		PX		PY		HP		SP		HPSoul	SPSoul	Money
CHARACTER	1,		"RouN",	5979,	5276,	999,	999,	15,		7,		0
CHARACTER	2,		"RouN",	5979,	5276,	999,	999,	15,		7,		0
CHARACTER	3,		"RouN",	5979,	5276,	999,	999,	15,		7,		0
CHARACTER	4,		"RouN",	5979,	5276,	999,	999,	15,		7,		0
CHARACTER	5,		"RouN",	5979,	5276,	999,	999,	15,		7,		0

CHARACTER	6,		"RouN",	5979,	5276,	999,	999,	14,		10,		0
CHARACTER	7,		"RouN", 5979,	5276,	999,	999,	14,		10,		0	
CHARACTER	8,		"RouN",	5979,	5276,	999,	999,	14,		10,		0	
CHARACTER	9,		"RouN",	5979,	5276,	999,	999,	14,		10,		0	
CHARACTER	10,		"RouN",	5979,	5276,	999,	999,	14,		10,		0	

CHARACTER	11,		"RouN",	5979,	5276,	999,	999,	13,		10,		0
CHARACTER	12,		"RouN",	5979,	5276,	999,	999,	13,		10,		0
CHARACTER	13,		"RouN",	5979,	5276,	999,	999,	13,		10,		0
CHARACTER	14,		"RouN",	5979,	5276,	999,	999,	13,		10,		0
CHARACTER	15,		"RouN",	5979,	5276,	999,	999,	13,		10,		0

CHARACTER	16,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	17,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	18,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	19,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	20,		"RouN",	5979,	5276,	999,	999,	11,		15,		0

CHARACTER	21,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	22,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	23,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	24,		"RouN",	5979,	5276,	999,	999,	11,		15,		0
CHARACTER	25,		"RouN",	5979,	5276,	999,	999,	11,		15,		0

;-----------------------------------------------------------------------------------
; 			Class	ItemID,		Lot		;	Comment
ITEM		2,		4500,		1		;	Pickaxe
ITEM		3,		4500,		1		;	Pickaxe
ITEM		4,		4500,		1		;	Pickaxe
ITEM		5,		4500,		1		;	Pickaxe
ITEM		6,		4500,		1		;	Pickaxe
ITEM		7,		4500,		1		;	Pickaxe
ITEM		8,		4500,		1		;	Pickaxe
ITEM		9,		4500,		1		;	Pickaxe
ITEM		10,		4500,		1		;	Pickaxe
ITEM		11,		4500,		1		;	Pickaxe
ITEM		12,		4500,		1		;	Pickaxe
ITEM		13,		4500,		1		;	Pickaxe
ITEM		14,		4500,		1		;	Pickaxe
ITEM		15,		4500,		1		;	Pickaxe
ITEM		16,		4500,		1		;	Pickaxe
ITEM		17,		4500,		1		;	Pickaxe
ITEM		18,		4500,		1		;	Pickaxe
ITEM		19,		4500,		1		;	Pickaxe
ITEM		20,		4500,		1		;	Pickaxe
ITEM		21,		4500,		1		;	Pickaxe
ITEM		22,		4500,		1		;	Pickaxe
ITEM		23,		4500,		1		;	Pickaxe
ITEM		24,		4500,		1		;	Pickaxe
ITEM		25,		4500,		1		;	Pickaxe

;-----------------------------------------------------------------------------------
; 			Class	Skill ID		;	Comment
SKILL		1,		0,				;	Slice and Dice [01]
SKILL		2,		0,				;	Slice and Dice [01]
SKILL		3,		0,				;	Slice and Dice [01]
SKILL		4,		0,				;	Slice and Dice [01]
SKILL		5,		0,				;	Slice and Dice [01]
SKILL		6,		1000,			;	Bash [01]
SKILL		7,		1000,			;	Bash [01]
SKILL		8,		1000,			;	Bash [01]
SKILL		9,		1000,			;	Bash [01]
SKILL		10,		1000,			;	Bash [01]
SKILL		11,		2000,			;	Aimed Shot [01]
SKILL		12,		2000,			;	Aimed Shot [01]
SKILL		13,		2000,			;	Aimed Shot [01]
SKILL		14,		2000,			;	Aimed Shot [01]
SKILL		15,		2000,			;	Aimed Shot [01]
SKILL		16,		3000,			;	Magic Missile [01]
SKILL		17,		3000,			;	Magic Missile [01]
SKILL		18,		3000,			;	Magic Missile [01]
SKILL		19,		3000,			;	Magic Missile [01]
SKILL		20,		3000,			;	Magic Missile [01]
SKILL		16,		3020,			;	Ice Bolt [01]
SKILL		17,		3020,			;	Ice Bolt [01]
SKILL		18,		3020,			;	Ice Bolt [01]
SKILL		19,		3020,			;	Ice Bolt [01]
SKILL		20,		3020,			;	Ice Bolt [01]
SKILL		21,		4000,			;	Claw Swipe [01]
SKILL		22,		4000,			;	Claw Swipe [01]
SKILL		23,		4000,			;	Claw Swipe [01]
SKILL		24,		4000,			;	Claw Swipe [01]
SKILL		25,		4000,			;	Claw Swipe [01]
SKILL		21,		4040,			;	Razor Claw [01]
SKILL		22,		4040,			;	Razor Claw [01]
SKILL		23,		4040,			;	Razor Claw [01]
SKILL		24,		4040,			;	Razor Claw [01]
SKILL		25,		4040,			;	Razor Claw [01]
SKILL		1,		29200,			;	Use Silver Wing
SKILL		2,		29200,			;	Use Silver Wing
SKILL		3,		29200,			;	Use Silver Wing
SKILL		4,		29200,			;	Use Silver Wing
SKILL		5,		29200,			;	Use Silver Wing
SKILL		6,		29200,			;	Use Silver Wing
SKILL		7,		29200,			;	Use Silver Wing
SKILL		8,		29200,			;	Use Silver Wing
SKILL		9,		29200,			;	Use Silver Wing
SKILL		10,		29200,			;	Use Silver Wing
SKILL		11,		29200,			;	Use Silver Wing
SKILL		12,		29200,			;	Use Silver Wing
SKILL		13,		29200,			;	Use Silver Wing
SKILL		14,		29200,			;	Use Silver Wing
SKILL		15,		29200,			;	Use Silver Wing
SKILL		16,		29200,			;	Use Silver Wing
SKILL		17,		29200,			;	Use Silver Wing
SKILL		18,		29200,			;	Use Silver Wing
SKILL		19,		29200,			;	Use Silver Wing
SKILL		20,		29200,			;	Use Silver Wing
SKILL		21,		29200,			;	Use Silver Wing
SKILL		22,		29200,			;	Use Silver Wing
SKILL		23,		29200,			;	Use Silver Wing
SKILL		24,		29200,			;	Use Silver Wing
SKILL		25,		29200,			;	Use Silver Wing

SKILL		1,		29201,			;	Use Return Scroll
SKILL		2,		29201,			;	Use Return Scroll
SKILL		3,		29201,			;	Use Return Scroll
SKILL		4,		29201,			;	Use Return Scroll
SKILL		5,		29201,			;	Use Return Scroll
SKILL		6,		29201,			;	Use Return Scroll
SKILL		7,		29201,			;	Use Return Scroll
SKILL		8,		29201,			;	Use Return Scroll
SKILL		9,		29201,			;	Use Return Scroll
SKILL		10,		29201,			;	Use Return Scroll
SKILL		11,		29201,			;	Use Return Scroll
SKILL		12,		29201,			;	Use Return Scroll
SKILL		13,		29201,			;	Use Return Scroll
SKILL		14,		29201,			;	Use Return Scroll
SKILL		15,		29201,			;	Use Return Scroll
SKILL		16,		29201,			;	Use Return Scroll
SKILL		17,		29201,			;	Use Return Scroll
SKILL		18,		29201,			;	Use Return Scroll
SKILL		19,		29201,			;	Use Return Scroll
SKILL		20,		29201,			;	Use Return Scroll
SKILL		21,		29201,			;	Use Return Scroll
SKILL		22,		29201,			;	Use Return Scroll
SKILL		23,		29201,			;	Use Return Scroll
SKILL		24,		29201,			;	Use Return Scroll
SKILL		25,		29201,			;	Use Return Scroll

SKILL		1,		29202,			;	Skill Learning
SKILL		2,		29202,			;	Skill Learning
SKILL		3,		29202,			;	Skill Learning
SKILL		4,		29202,			;	Skill Learning
SKILL		5,		29202,			;	Skill Learning
SKILL		6,		29202,			;	Skill Learning
SKILL		7,		29202,			;	Skill Learning
SKILL		8,		29202,			;	Skill Learning
SKILL		9,		29202,			;	Skill Learning
SKILL		10,		29202,			;	Skill Learning
SKILL		11,		29202,			;	Skill Learning
SKILL		12,		29202,			;	Skill Learning
SKILL		13,		29202,			;	Skill Learning
SKILL		14,		29202,			;	Skill Learning
SKILL		15,		29202,			;	Skill Learning
SKILL		16,		29202,			;	Skill Learning
SKILL		17,		29202,			;	Skill Learning
SKILL		18,		29202,			;	Skill Learning
SKILL		19,		29202,			;	Skill Learning
SKILL		20,		29202,			;	Skill Learning
SKILL		21,		29202,			;	Skill Learning
SKILL		22,		29202,			;	Skill Learning
SKILL		23,		29202,			;	Skill Learning
SKILL		24,		29202,			;	Skill Learning
SKILL		25,		29202,			;	Skill Learning

SKILL		1,		29203,			;	Use Potion
SKILL		2,		29203,			;	Use Potion
SKILL		3,		29203,			;	Use Potion
SKILL		4,		29203,			;	Use Potion
SKILL		5,		29203,			;	Use Potion
SKILL		6,		29203,			;	Use Potion
SKILL		7,		29203,			;	Use Potion
SKILL		8,		29203,			;	Use Potion
SKILL		9,		29203,			;	Use Potion
SKILL		10,		29203,			;	Use Potion
SKILL		11,		29203,			;	Use Potion
SKILL		12,		29203,			;	Use Potion
SKILL		13,		29203,			;	Use Potion
SKILL		14,		29203,			;	Use Potion
SKILL		15,		29203,			;	Use Potion
SKILL		16,		29203,			;	Use Potion
SKILL		17,		29203,			;	Use Potion
SKILL		18,		29203,			;	Use Potion
SKILL		19,		29203,			;	Use Potion
SKILL		20,		29203,			;	Use Potion
SKILL		21,		29203,			;	Use Potion
SKILL		22,		29203,			;	Use Potion
SKILL		23,		29203,			;	Use Potion
SKILL		24,		29203,			;	Use Potion
SKILL		25,		29203,			;	Use Potion

SKILL		1,		28000,			;	UseHPPotion
SKILL		2,		28000,			;	UseHPPotion
SKILL		3,		28000,			;	UseHPPotion
SKILL		4,		28000,			;	UseHPPotion
SKILL		5,		28000,			;	UseHPPotion
SKILL		6,		28000,			;	UseHPPotion
SKILL		7,		28000,			;	UseHPPotion
SKILL		8,		28000,			;	UseHPPotion
SKILL		9,		28000,			;	UseHPPotion
SKILL		10,		28000,			;	UseHPPotion
SKILL		11,		28000,			;	UseHPPotion
SKILL		12,		28000,			;	UseHPPotion
SKILL		13,		28000,			;	UseHPPotion
SKILL		14,		28000,			;	UseHPPotion
SKILL		15,		28000,			;	UseHPPotion
SKILL		16,		28000,			;	UseHPPotion
SKILL		17,		28000,			;	UseHPPotion
SKILL		18,		28000,			;	UseHPPotion
SKILL		19,		28000,			;	UseHPPotion
SKILL		20,		28000,			;	UseHPPotion
SKILL		21,		28000,			;	UseHPPotion
SKILL		22,		28000,			;	UseHPPotion
SKILL		23,		28000,			;	UseHPPotion
SKILL		24,		28000,			;	UseHPPotion
SKILL		25,		28000,			;	UseHPPotion

SKILL		1,		28001,			;	UseSPPotion
SKILL		2,		28001,			;	UseSPPotion
SKILL		3,		28001,			;	UseSPPotion
SKILL		4,		28001,			;	UseSPPotion
SKILL		5,		28001,			;	UseSPPotion
SKILL		6,		28001,			;	UseSPPotion
SKILL		7,		28001,			;	UseSPPotion
SKILL		8,		28001,			;	UseSPPotion
SKILL		9,		28001,			;	UseSPPotion
SKILL		10,		28001,			;	UseSPPotion
SKILL		11,		28001,			;	UseSPPotion
SKILL		12,		28001,			;	UseSPPotion
SKILL		13,		28001,			;	UseSPPotion
SKILL		14,		28001,			;	UseSPPotion
SKILL		15,		28001,			;	UseSPPotion
SKILL		16,		28001,			;	UseSPPotion
SKILL		17,		28001,			;	UseSPPotion
SKILL		18,		28001,			;	UseSPPotion
SKILL		19,		28001,			;	UseSPPotion
SKILL		20,		28001,			;	UseSPPotion
SKILL		21,		28001,			;	UseSPPotion
SKILL		22,		28001,			;	UseSPPotion
SKILL		23,		28001,			;	UseSPPotion
SKILL		24,		28001,			;	UseSPPotion
SKILL		25,		28001,			;	UseSPPotion

SKILL		1,		29204,			;	Open Box
SKILL		2,		29204,			;	Open Box
SKILL		3,		29204,			;	Open Box
SKILL		4,		29204,			;	Open Box
SKILL		5,		29204,			;	Open Box
SKILL		6,		29204,			;	Open Box
SKILL		7,		29204,			;	Open Box
SKILL		8,		29204,			;	Open Box
SKILL		9,		29204,			;	Open Box
SKILL		10,		29204,			;	Open Box
SKILL		11,		29204,			;	Open Box
SKILL		12,		29204,			;	Open Box
SKILL		13,		29204,			;	Open Box
SKILL		14,		29204,			;	Open Box
SKILL		15,		29204,			;	Open Box
SKILL		16,		29204,			;	Open Box
SKILL		17,		29204,			;	Open Box
SKILL		18,		29204,			;	Open Box
SKILL		19,		29204,			;	Open Box
SKILL		20,		29204,			;	Open Box
SKILL		21,		29204,			;	Open Box
SKILL		22,		29204,			;	Open Box
SKILL		23,		29204,			;	Open Box
SKILL		24,		29204,			;	Open Box
SKILL		25,		29204,			;	Open Box

SKILL		1,		29205,			;	Use Scroll
SKILL		2,		29205,			;	Use Scroll
SKILL		3,		29205,			;	Use Scroll
SKILL		4,		29205,			;	Use Scroll
SKILL		5,		29205,			;	Use Scroll
SKILL		6,		29205,			;	Use Scroll
SKILL		7,		29205,			;	Use Scroll
SKILL		8,		29205,			;	Use Scroll
SKILL		9,		29205,			;	Use Scroll
SKILL		10,		29205,			;	Use Scroll
SKILL		11,		29205,			;	Use Scroll
SKILL		12,		29205,			;	Use Scroll
SKILL		13,		29205,			;	Use Scroll
SKILL		14,		29205,			;	Use Scroll
SKILL		15,		29205,			;	Use Scroll
SKILL		16,		29205,			;	Use Scroll
SKILL		17,		29205,			;	Use Scroll
SKILL		18,		29205,			;	Use Scroll
SKILL		19,		29205,			;	Use Scroll
SKILL		20,		29205,			;	Use Scroll
SKILL		21,		29205,			;	Use Scroll
SKILL		22,		29205,			;	Use Scroll
SKILL		23,		29205,			;	Use Scroll
SKILL		24,		29205,			;	Use Scroll
SKILL		25,		29205,			;	Use Scroll

SKILL		1,		29001,			;	Mining
SKILL		2,		29001,			;	Mining
SKILL		3,		29001,			;	Mining
SKILL		4,		29001,			;	Mining
SKILL		5,		29001,			;	Mining
SKILL		6,		29001,			;	Mining
SKILL		7,		29001,			;	Mining
SKILL		8,		29001,			;	Mining
SKILL		9,		29001,			;	Mining
SKILL		10,		29001,			;	Mining
SKILL		11,		29001,			;	Mining
SKILL		12,		29001,			;	Mining
SKILL		13,		29001,			;	Mining
SKILL		14,		29001,			;	Mining
SKILL		15,		29001,			;	Mining
SKILL		16,		29001,			;	Mining
SKILL		17,		29001,			;	Mining
SKILL		18,		29001,			;	Mining
SKILL		19,		29001,			;	Mining
SKILL		20,		29001,			;	Mining
SKILL		21,		29001,			;	Mining
SKILL		22,		29001,			;	Mining
SKILL		23,		29001,			;	Mining
SKILL		24,		29001,			;	Mining
SKILL		25,		29001,			;	Mining

SKILL		1,		29206,			;	Ride Mover
SKILL		2,		29206,			;	Ride Mover
SKILL		3,		29206,			;	Ride Mover
SKILL		4,		29206,			;	Ride Mover
SKILL		5,		29206,			;	Ride Mover
SKILL		6,		29206,			;	Ride Mover
SKILL		7,		29206,			;	Ride Mover
SKILL		8,		29206,			;	Ride Mover
SKILL		9,		29206,			;	Ride Mover
SKILL		10,		29206,			;	Ride Mover
SKILL		11,		29206,			;	Ride Mover
SKILL		12,		29206,			;	Ride Mover
SKILL		13,		29206,			;	Ride Mover
SKILL		14,		29206,			;	Ride Mover
SKILL		15,		29206,			;	Ride Mover
SKILL		16,		29206,			;	Ride Mover
SKILL		17,		29206,			;	Ride Mover
SKILL		18,		29206,			;	Ride Mover
SKILL		19,		29206,			;	Ride Mover
SKILL		20,		29206,			;	Ride Mover
SKILL		21,		29206,			;	Ride Mover
SKILL		22,		29206,			;	Ride Mover
SKILL		23,		29206,			;	Ride Mover
SKILL		24,		29206,			;	Ride Mover
SKILL		25,		29206,			;	Ride Mover

SKILL		1,		29207,			;	Making Estate
SKILL		2,		29207,			;	Making Estate
SKILL		3,		29207,			;	Making Estate
SKILL		4,		29207,			;	Making Estate
SKILL		5,		29207,			;	Making Estate
SKILL		6,		29207,			;	Making Estate
SKILL		7,		29207,			;	Making Estate
SKILL		8,		29207,			;	Making Estate
SKILL		9,		29207,			;	Making Estate
SKILL		10,		29207,			;	Making Estate
SKILL		11,		29207,			;	Making Estate
SKILL		12,		29207,			;	Making Estate
SKILL		13,		29207,			;	Making Estate
SKILL		14,		29207,			;	Making Estate
SKILL		15,		29207,			;	Making Estate
SKILL		16,		29207,			;	Making Estate
SKILL		17,		29207,			;	Making Estate
SKILL		18,		29207,			;	Making Estate
SKILL		19,		29207,			;	Making Estate
SKILL		20,		29207,			;	Making Estate
SKILL		21,		29207,			;	Making Estate
SKILL		22,		29207,			;	Making Estate
SKILL		23,		29207,			;	Making Estate
SKILL		24,		29207,			;	Making Estate
SKILL		25,		29207,			;	Making Estate

;-----------------------------------------------------------------------------------
; 			Class	Quest ID	;	Comment
;QUEST		1,		0			;
;QUEST		6,		0			;
;QUEST		11,		0			;
;QUEST		16,		0			;
;QUEST		21,		0			;

;-----------------------------------------------------------------------------------
; 			Class	MaxFace,	MaxHair,	MaxHairColor	;	Comment
MAXSHAPE	1,		3,			3,			3				;	Fighter
MAXSHAPE	2,		3,			3,			3				;	Fighter
MAXSHAPE	3,		3,			3,			3				;	Fighter
MAXSHAPE	4,		3,			3,			3				;	Fighter
MAXSHAPE	5,		3,			3,			3				;	Fighter

MAXSHAPE	6,		3,			3,			3				;	Cleric
MAXSHAPE	7,		3,			3,			3				;	Cleric
MAXSHAPE	8,		3,			3,			3				;	Cleric
MAXSHAPE	9,		3,			3,			3				;	Cleric
MAXSHAPE	10,		3,			3,			3				;	Cleric

MAXSHAPE	11,		3,			3,			3				;	Archer
MAXSHAPE	12,		3,			3,			3				;	Archer
MAXSHAPE	13,		3,			3,			3				;	Archer
MAXSHAPE	14,		3,			3,			3				;	Archer
MAXSHAPE	15,		3,			3,			3				;	Archer

MAXSHAPE	16,		3,			3,			3				;	Mage
MAXSHAPE	17,		3,			3,			3				;	Mage
MAXSHAPE	18,		3,			3,			3				;	Mage
MAXSHAPE	19,		3,			3,			3				;	Mage
MAXSHAPE	20,		3,			3,			3				;	Mage

MAXSHAPE	21,		3,			3,			3				;	Joker
MAXSHAPE	22,		3,			3,			3				;	Joker
MAXSHAPE	23,		3,			3,			3				;	Joker
MAXSHAPE	24,		3,			3,			3				;	Joker
MAXSHAPE	25,		3,			3,			3				;	Joker

;-----------------------------------------------------------------------------------
; 			Class	nSlotNo,	nCodeNo,	nValue				;	Comment
SHORTCUT	1,		0,			4,			0					;	Fighter
SHORTCUT	1,		1,			4,			1					;	Fighter
SHORTCUT	1,		2,			3,			0					;	Fighter
SHORTCUT	1,		10,			1,			3500				;	Fighter
SHORTCUT	1,		11,			1,			3505				;	Fighter

SHORTCUT	6,		0,			4,			0					;	Cleric
SHORTCUT	6,		1,			4,			1					;	Cleric
SHORTCUT	6,		2,			3,			1000				;	Cleric
SHORTCUT	6,		10,			1,			3500				;	Cleric
SHORTCUT	6,		11,			1,			3505				;	Cleric

SHORTCUT	11,		0,			4,			0					;	Archer
SHORTCUT	11,		1,			4,			1					;	Archer
SHORTCUT	11,		2,			3,			2000				;	Archer
SHORTCUT	11,		10,			1,			3500				;	Archer
SHORTCUT	11,		11,			1,			3505				;	Archer

SHORTCUT	16,		0,			4,			0					;	Mage
SHORTCUT	16,		1,			4,			1					;	Mage
SHORTCUT	16,		2,			3,			3000				;	Mage
SHORTCUT	16,		3,			3,			3020				;	Mage
SHORTCUT	16,		10,			1,			3500				;	Mage
SHORTCUT	16,		11,			1,			3505				;	Mage

SHORTCUT	21,		0,			4,			0					;	Joker
SHORTCUT	21,		1,			4,			1					;	Joker
SHORTCUT	21,		2,			3,			4000				;	Joker
SHORTCUT	21,		3,			3,			4040				;	Joker
SHORTCUT	21,		10,			1,			3500				;	Joker
SHORTCUT	21,		11,			1,			3505				;	Joker

#END
