;	Shine Monster Regeneration Table			V0.3															
;	Monster Group																		
#ignore	\o042																		
#exchange	#	\x20																	
																			
#table	MobRegenGroup																		
;		GroupID	Family	Regen Region															
;			Y/N	X	Y	X	Y	Range/Degree											
#record		RouCos02_266	N	11172	12302	0	0	300											
#record		RouCos02_267	N	10954	12768	0	0	300											
#record		RouCos02_268	N	11361	13026	0	0	300											
#record		RouCos02_269	N	11912	13070	0	0	300											
#record		RouCos02_270	N	12761	12987	0	0	300											
#record		RouCos02_271	N	9351	11419	0	0	300											
#record		RouCos02_272	N	8815	11034	0	0	300											
#record		RouCos02_273	N	10631	12494	0	0	300											
#record		RouCos02_274	N	8410	10541	0	0	300											
#record		RouCos02_281	N	9092	14137	0	0	300											
#record		RouCos02_282	N	8598	13203	0	0	300											
#record		RouCos02_283	N	8671	14521	0	0	300											
#record		RouCos02_284	N	8251	13679	0	0	300											
#record		RouCos02_285	N	9017	14928	0	0	300											
#record		RouCos02_286	N	9493	14598	0	0	300											
#record		RouCos02_287	N	8018	12921	0	0	300											
#record		RouCos02_288	N	9524	15219	0	0	300											
#record		RouCos02_289	N	7544	13264	0	0	300											
#record		RouCos02_290	N	9038	15496	0	0	300											
#record		RouCos02_301	N	8478	15180	0	0	300											
#record		RouCos02_302	N	8561	15674	0	0	300											
#record		RouCos02_303	N	7926	15459	0	0	300											
#record		RouCos02_304	N	8015	14813	0	0	300											
#record		RouCos02_305	N	7520	14855	0	0	300											
#record		RouCos02_306	N	7402	14351	0	0	300											
#record		RouCos02_307	N	7442	13817	0	0	300											
#record		RouCos02_308	N	8013	14186	0	0	300											
#record		RouCos02_321	N	16631	7411	0	0	300											
#record		RouCos02_322	N	17184	7804	0	0	300											
#record		RouCos02_323	N	16186	7827	0	0	300											
#record		RouCos02_324	N	16725	8143	0	0	300											
#record		RouCos02_325	N	15561	6428	0	0	300											
#record		RouCos02_326	N	15657	5717	0	0	300											
#record		RouCos02_327	N	16048	5259	0	0	300											
#record		RouCos02_328	N	16328	5826	0	0	300											
#record		RouCos02_329	N	16660	6737	0	0	300											
#record		RouCos02_330	N	17202	7119	0	0	300											
#record		RouCos02_331	N	17740	7612	0	0	300											
#record		RouCos02_332	N	18106	6046	0	0	300											
#record		RouCos02_333	N	16078	6269	0	0	300											
#record		RouCos02_334	N	16467	4945	0	0	300											
#record		RouCos02_335	N	16963	4754	0	0	300											
#record		RouCos02_336	N	16716	5414	0	0	300											
#record		RouCos02_337	N	18552	5637	0	0	300											
#record		RouCos02_338	N	17965	5332	0	0	300											
#record		RouCos02_339	N	18920	6091	0	0	300											
#record		RouCos02_340	N	18476	6385	0	0	300											
#record		RouCos02_341	N	19544	7178	0	0	300											
#record		RouCos02_342	N	17246	8773	0	0	300											
#record		RouCos02_343	N	19046	7415	0	0	300											
#record		RouCos02_344	N	19241	6633	0	0	300											
#record		RouCos02_345	N	18159	8175	0	0	300											
#record		RouCos02_346	N	19496	7863	0	0	300											
#record		RouCos02_347	N	18453	8612	0	0	300											
#record		RouCos02_348	N	17867	8752	0	0	300											
#record		RouCos02_349	N	17624	9280	0	0	300											
#record		RouCos02_350	N	17926	10036	0	0	300											
#record		RouCos02_351	N	19769	8935	0	0	300											
#record		RouCos02_352	N	19663	8394	0	0	300											
#record		RouCos02_353	N	18146	9521	0	0	300											
#record		RouCos02_354	N	18650	9198	0	0	300											
#record		RouCos02_355	N	18933	9752	0	0	300											
#record		RouCos02_356	N	20053	9408	0	0	300											
#record		RouCos02_357	N	18585	10031	0	0	300											
#record		RouCos02_358	N	20274	9820	0	0	300											
#record		RouCos02_359	N	18691	6873	0	0	300											
#record		RouCos02_360	N	17568	8308	0	0	300											
#record		RouCos02_361	N	12955	5580	0	0	300											
#record		RouCos02_362	N	12508	5061	0	0	300											
#record		RouCos02_363	N	11613	5356	0	0	300											
#record		RouCos02_364	N	11042	5454	0	0	300											
#record		RouCos02_365	N	12089	4575	0	0	300											
#record		RouCos02_366	N	11686	4119	0	0	300											
#record		RouCos02_367	N	11098	4893	0	0	300											
#record		RouCos02_368	N	11078	3916	0	0	300											
#record		RouCos02_369	N	10461	5366	0	0	300											
#record		RouCos02_370	N	10459	3815	0	0	300											
#record		RouCos02_371	N	10594	4816	0	0	300											
#record		RouCos02_372	N	9746	5349	0	0	300											
#record		RouCos02_373	N	9775	4723	0	0	300											
#record		RouCos02_374	N	9262	5534	0	0	300											
#record		RouCos02_375	N	9846	3791	0	0	300											
#record		RouCos02_381	N	8957	3715	0	0	300											
#record		RouCos02_382	N	8361	4062	0	0	300											
#record		RouCos02_383	N	8248	4866	0	0	300											
#record		RouCos02_384	N	7939	5372	0	0	300											
#record		RouCos02_385	N	7682	4636	0	0	300											
#record		RouCos02_386	N	8251	3684	0	0	300											
#record		RouCos02_387	N	7577	3834	0	0	300											
#record		RouCos02_388	N	7242	5097	0	0	300											
#record		RouCos02_389	N	6768	4700	0	0	300											
#record		RouCos02_390	N	6925	3841	0	0	300											
#record		RouCos02_391	N	6598	4122	0	0	300											
#record		RouCos01_HERO_01	N	15514	10516	0	0	300											
#record		RouCos01_HERO_02	N	14928	12431	0	0	300											
#record		RouCos01_HERO_03	N	14557	16222	0	0	300											
#record		RouCos01_HERO_04	N	13101	14309	0	0	300											
#record		RouCos01_HERO_05	N	11407	19260	0	0	280											
#record		RouCos01_HERO_06	N	12176	18295	0	0	280											
#record		RouCos01_HERO_07	N	20531	11490	0	0	110											
#record		RouCos01_HERO_08	N	18967	12320	0	0	96											
#record		RouCos01_HERO_09	N	8992	10709	0	0	82											
#record		RouCos01_HERO_10	N	11295	12850	0	0	75											
#record		RouCos01_HERO_11	N	8669	15429	0	0	96											
#record		RouCos01_HERO_12	N	7439	13969	0	0	68											
#record		RouCos01_HERO_13	N	18187	5746	0	0	103											
#record		RouCos01_HERO_14	N	16187	5356	0	0	103											
#record		RouCos01_HERO_15	N	19470	8256	0	0	124											
#record		RouCos01_HERO_16	N	18037	9176	0	0	75											
#record		RouCos01_HERO_17	N	7968	3866	0	0	89											
#record		RouCos01_HERO_18	N	7563	5096	0	0	138											
#record		FLOWER1	N	15676	12514	0	0	300											
#record		FLOWER2	N	15390	12003	0	0	300											
#record		FLOWER3	N	15136	11641	0	0	300											
#record		FLOWER4	N	19429	16654	0	0	300											
#record		FLOWER5	N	18899	16521	0	0	300											
#record		FLOWER6	N	19942	16519	0	0	300											
#record		FLOWER7	N	19997	10492	0	0	300											
#record		FLOWER8	N	19351	10518	0	0	300											
#record		FLOWER9	N	19026	10952	0	0	300											
#record		FLOWER10	N	20506	10604	0	0	300											
#record		HERB1	N	15481	12087	0	0	524											
#record		HERB2	N	19203	16461	0	0	559											
#record		WOOD1	N	15976	12930	0	0	482											
#record		WOOD2	N	19727	16416	0	0	517											
#record		WOOD3	N	19497	10795	0	0	594											
#record		MUSHROOM1	N	16019	13795	0	0	489											
#record		MUSHROOM2	N	19893	16565	0	0	489											
#record		MUSHROOM3	N	20070	10611	0	0	545											
#record		STARFISH1	N	12791	15319	250	1124	-73											
#record		CLAM1	N	12680	14177	654	384	0											
#record		PresentBox1	N	12416	12827	804	4752	28											
#record		PresentBox2	N	19144	11222	731	6118	11											
#record		RouCos02Guard01	N	17062	6112	0	0	61											
#record		RouCos02Guard02	N	16884	16721	0	0	61											
																			
																			
																			
#table	MobRegen																		
;		GroupID	MobIndex	number	number	Regen Time(sec)							Base						
;					Standard	Min	Max	delta	sec	delta	sec	delta	sec	delta	sec	delta			
#columntype		INDEX	STRING[33]	BYTE	BYTE	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD		
#columnname		RegenIndex	MobIndex	MobNum	KillNum	RegStandard	RegMin	RegMax	RegDelta0	RegSec0	RegDelta1	RegSec1	RegDelta2	RegSec2	RegDelta3	RegSec3	RegDelta4		
#record		RouCos02_001	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_002	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_003	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_004	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_005	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_006	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_009	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_010	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_011	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_012	SlowSlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_021	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_022	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_023	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_024	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_025	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_026	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_027	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_028	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_032	Slime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_041	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_042	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_043	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_044	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_045	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_046	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_047	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_048	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_049	SpeedySlime	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_061	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_062	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_063	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_064	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_065	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_066	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_067	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_068	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_069	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_070	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_077	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_078	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_079	MushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_081	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_082	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_083	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_084	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_085	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_086	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_087	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_088	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_089	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_090	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_098	FireMushRoom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_101	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_102	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_103	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_104	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_105	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_106	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_107	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_108	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_109	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_110	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_111	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_117	SandMushroom	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_121	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_122	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_123	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_124	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_125	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_126	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_127	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_128	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_129	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_130	SubImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_141	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_142	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_143	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_144	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_145	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_146	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_147	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_148	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_149	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_150	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_151	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_152	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_153	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_154	Imp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_161	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_162	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_163	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_164	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_165	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_166	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_167	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_168	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_169	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_170	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_171	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_172	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_173	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_174	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_175	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_176	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_177	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_178	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_179	GangImp	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_181	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_182	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_183	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_184	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_185	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_186	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
#record		RouCos02_187	LittleHob	6	0	3	1	6	-2	20	-1	60	5	180	1	240	2		
