;	Shine Monster Regeneration Table			V0.3																
;	Monster Group																			
#ignore	\o042																			
#exchange	#	\x20																		
																				
#table	MobRegenGroup																			
;		GroupID	Family	Regen Region																
;			Y/N	X	Y	X	Y	Range/Degree												
#record		EldPri02_020	Nox	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_021	NoxHunter	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_022	NoxHunter	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_023	NoxHunter	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_024	NoxHunter	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_025	NoxHunter	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_026	Nox	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_026	Nox	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_027	Nox	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_027	Nox	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_028	Nox	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_028	Nox	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_029	Nox	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_029	Nox	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_030	NoxHunter	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_030	NoxHunter	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_031	NoxHunter	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_031	NoxHunter	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_032	NoxHunter	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_032	NoxHunter	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_033	NoxHunter	2	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_033	NoxHunter	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_036	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_037	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_038	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_039	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_040	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_041	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_042	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_043	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_044	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_045	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_046	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_047	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_048	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_049	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_050	Navar	3	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02P01	PresentBox11	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4			
#record		EldPri02P02	PresentBox12	1	0	14400	14396	14404	-4	5	-2	8	0	10	2	13	4			
#record		FLOWER1	FLOWER7	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER2	FLOWER7	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER3	FLOWER7	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER4	FLOWER7	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER5	FLOWER7	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER6	FLOWER8	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER7	FLOWER8	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER8	FLOWER8	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER9	FLOWER8	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		FLOWER10	FLOWER8	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		HERB1	HERB6	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		HERB2	HERB7	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		WOOD8	WOOD8	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		WOOD9	WOOD9	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		MUSHROOM8	MUSHROOM8	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		MUSHROOM9	MUSHROOM9	5	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02Guard01	GuardLue02	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02Guard02	GuardLue02	1	0	19	13	26	-6	13	-3	16	8	22	10	26	0			
#record		EldPri02_h1_01	LiarMimic	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_02	GiantElvenTree	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_03	FussyMimic01	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_04	FussyMimic02	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_05	Q_NoxCaptain	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_06	MarvellBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h1_07	AlkemisBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_01	LiarMimic	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_02	GiantElvenTree	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_03	FussyMimic01	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_04	FussyMimic02	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_05	Q_NoxCaptain	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_06	MarvellBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h2_07	AlkemisBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_01	LiarMimic	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_02	GiantElvenTree	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_03	FussyMimic01	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_04	FussyMimic02	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_05	Q_NoxCaptain	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_06	MarvellBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h3_07	AlkemisBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_01	LiarMimic	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_02	GiantElvenTree	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_03	FussyMimic01	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_04	FussyMimic02	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_05	Q_NoxCaptain	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_06	MarvellBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
#record		EldPri02_h4_07	AlkemisBook00	1	0	80	40	120	-60	40	-30	56	30	104	60	120	0			
																				
#end																				
